true_author,provider,model,thinking,chunk_id,kind,n_words,paragraph_id,trial,guess,confidence,is_specific_person,hit,attributed_to_zvi,refused,input_tokens,output_tokens,cost_usd,reasoning
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p181s0,sentence,8,181,0,Tyler Cowen,10,True,0,0,0,212,1124,0.001015,"The sentence is a short declarative statement about societal trends, a style common in Tyler Cowen's blog posts; however, the evidence is minimal."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p183s0,sentence,36,183,0,Amanda Askell,30,True,0,0,0,246,566,0.000544,"The excerpt discusses evaluating an AI model's behavior (Opus 4.8, likely an Anthropic Claude model) with focus on uncertainty reporting and adversarial pressure, which aligns with Amanda Askell's known work on AI alignment and honesty. However, it could be from other Anthropic researchers, so confidence is low."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p182s0,sentence,16,182,0,Nassim Nicholas Taleb,65,True,0,0,0,222,901,0.000825,"The term 'via negativa' is a hallmark of Taleb's writing, and his frequent critiques of conventional business training make this excerpt highly consistent with his style and subject matter."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p176s1,sentence,28,176,0,J.K. Rowling,65,True,0,0,0,233,2601,0.002309,"The excerpt's moralizing tone about virtue and the Dark Arts closely matches J.K. Rowling's style in the Harry Potter series, likely from supplementary materials or a textbook like 'The Dark Forces: A Guide to Self-Protection' which she authored under a pseudonym."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p183,paragraph,36,183,0,Dario Amodei,30,True,0,0,0,246,998,0.00092,"The excerpt discusses model behavior with technical precision, using terminology common in AI alignment and safety (e.g., 'report uncertainty,' 'adversarial pressure,' 'correct a false premise'). The reference to 'Opus 4.8' strongly suggests an Anthropic model, and Dario Amodei, as CEO, often communicates such evaluations in a concise, bullet-point-like style in blog posts or tweets."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p175s1,sentence,27,175,0,Scott Alexander,20,True,0,0,0,242,2842,0.002523,"The excerpt's informal, explanatory style with quoted euphemism ('concerning in-game behaviors') matches Scott Alexander's analytical and slightly humorous writing voice, often used when discussing AI capabilities and market incentives."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p181,paragraph,15,181,0,Dario Amodei,35,True,0,0,0,223,1638,0.001467,"The excerpt mentions 'Opus 4.7', an Anthropic AI model, and discusses a rise in honesty. Dario Amodei, Anthropic's CEO, commonly addresses public updates about model improvements, though this snippet could be from a technical report by another Anthropic researcher."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p185s0,sentence,33,185,0,Scott Alexander,60,True,0,0,0,249,719,0.000679,"The casual, first-person, quantitative style with skeptical tone toward AI safety refusals is characteristic of Scott Alexander's blog posts on Astral Codex Ten, where he often uses phrases like 'dumb' and 'I presume' in this way."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p186s1,sentence,17,186,0,janus,50,True,0,0,0,225,565,0.000534,"The excerpt mentions 'Claude Haiku' and '4.8', likely referring to an AI model version, which fits the concise, technical style of AI alignment researcher janus, who often comments on such topics."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p184s0,sentence,30,184,0,Lilian Weng,40,True,0,0,0,247,1025,0.000944,"The excerpt discusses LLM hallucination rates in tool use, a topic Lilian Weng has written about extensively in her technical blog posts at OpenAI, with a similar concise and statistical writing style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p175,paragraph,34,175,0,Ethan Perez,60,True,0,0,0,250,3355,0.002972,"The excerpt discusses model versioning (Opus 4.8 vs 4.7) and financial performance tied to behavioral traits, which aligns with Anthropic's internal evaluations. Ethan Perez is an Anthropic researcher known for candid, first-person posts on model alignment trade-offs, using informal language like 'anywhere near as much money.'"
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p187,paragraph,54,187,0,Evan Hubinger,40,True,0,0,0,284,909,0.000859,"The excerpt discusses model performance metrics and uses the term 'dishonesty,' which aligns with AI alignment research. Evan Hubinger often writes about such topics, though the short sample makes confident attribution difficult."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p191,paragraph,5,191,0,Kenneth Grahame,100,True,0,0,0,211,191,0.000203,"The excerpt features the character Toad, who is from The Wind in the Willows by Kenneth Grahame."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p186s0,sentence,16,186,0,Ethan Perez,30,True,0,0,0,224,1376,0.001239,"The excerpt is a concise, technical observation about an AI model's bias, resembling a tweet from an Anthropic researcher. Ethan Perez frequently posts such findings on model behavior and sycophancy, making him a plausible author."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p182,paragraph,33,182,0,Nassim Nicholas Taleb,40,True,0,0,0,241,2064,0.001845,"The excerpt uses 'via negativa,' a concept heavily associated with Nassim Nicholas Taleb, and its focus on analyzing a training program's tradeoffs aligns with his writing on business and risk."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p191s0,sentence,5,191,0,Arnold Lobel,70,True,0,0,0,211,397,0.000382,"The excerpt features a character named Toad and simple declarative dialogue, matching the style of Arnold Lobel's Frog and Toad series."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p186,paragraph,33,186,0,Jimmy Apples (@apples_jimmy),75,True,0,0,0,246,1758,0.001581,"The excerpt matches Jimmy Apples' style: concise, technical, referencing specific unreleased model version names like 'Opus 4.8', and comparing AI models (likely from OpenAI and Anthropic) with a focus on bias. He is known for such insider-style technical commentary on Twitter."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p188,paragraph,26,188,0,Andrej Karpathy,85,True,0,0,0,235,1314,0.00119,"The casual, whimsical tone with terms like 'horribleness' and the focus on coding tasks are characteristic of Andrej Karpathy's writing style. He has previously used similar playful terminology when discussing AI and software engineering."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p192s0,sentence,7,192,0,Sally Rooney,20,True,0,0,0,212,474,0.000449,"The excerpt's casual, resigned tone and use of 'I suppose' resemble the conversational style found in Sally Rooney's novels, though the extreme brevity makes attribution highly uncertain."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p188s0,sentence,26,188,0,Jeff Atwood,60,True,0,0,0,235,1319,0.001195,"The informal, hyperbolic style, use of neologisms like 'horribleness,' and focus on terrible code bases are characteristic of Jeff Atwood's writing on Coding Horror."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p189,paragraph,9,189,0,Sam Altman,70,True,0,0,0,213,1302,0.00117,"The phrase reflects a data usage policy likely from OpenAI regarding chain-of-thought privacy, and Sam Altman as CEO often communicates such decisions."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p187s1,sentence,21,187,0,"Janus (Janus Rose, LessWrong user)",30,True,0,0,0,233,1675,0.001503,"The term 'code summary dishonesty' is a niche metric likely coined in AI alignment circles, and Janus is known for inventing such terms and writing about AI honesty in a casual yet precise style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p192s1,sentence,38,192,0,Eliezer Yudkowsky,85,True,0,0,0,247,716,0.000675,The capitalized phrase 'The Most Forbidden Technique' and discussion of avoiding direct training/optimization pressure are typical of Yudkowsky's AI alignment writing style on LessWrong.
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p193s1,sentence,18,193,0,Scott Alexander,75,True,0,0,0,225,320,0.000321,"The conversational, probabilistic phrasing ('a lot more than 0%') and the use of 'hopefully' as a sentence adverb are characteristic of Scott Alexander's writing on Slate Star Codex / Astral Codex Ten, where he often discusses risks in quantified terms."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p192,paragraph,45,192,0,Eliezer Yudkowsky,90,True,0,0,0,256,986,0.000914,The capitalized concept 'The Most Forbidden Technique' and terms like 'optimization pressure' are characteristic of Yudkowsky's writing style on AI alignment topics.
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p194s0,sentence,24,194,0,Jan Leike,50,True,0,0,0,233,668,0.000627,"The excerpt's technical, concise tone and focus on chain-of-thought control are typical of alignment research updates; Jan Leike, head of alignment at Anthropic, often writes about such experiments."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p189s0,sentence,9,189,0,Sam Altman,30,True,0,0,0,213,1976,0.001757,"The phrase is a concise, declarative policy statement about not training on chain-of-thought reasoning, typical of AI company CEOs making public commitments. The terse, first-person plural style matches Sam Altman's tweets and announcements."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p185,paragraph,33,185,0,Neel Nanda,40,True,0,0,0,249,2431,0.002168,"The excerpt discusses AI model refusal rates with specific percentages and a casual opinionated tone, typical of Neel Nanda's blog posts on mechanistic interpretability and model behaviors."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p194s1,sentence,51,194,0,Zvi Mowshowitz,75,True,1,1,0,267,699,0.000669,"The excerpt discusses an AI model's behavior and uses the term 'sandbagging' in a casual, first-person style typical of Zvi Mowshowitz's AI commentary. The specific reference to 'Opus 4.8' suggests recent AI release analysis, which is a common topic for him."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p193,paragraph,45,193,0,Buck Shlegeris,75,True,0,0,0,261,1267,0.001161,"The excerpt discusses a training mistake involving chain-of-thought supervision, a topic Buck Shlegeris has addressed in a candid, self-critical post on the Alignment Forum, matching the casual tone and technical content."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p194,paragraph,75,194,0,Zvi Mowshowitz,80,True,1,1,0,297,1120,0.001048,"The writing style, subject matter (Anthropic's alignment testing, sandbagging), and speculative tone strongly match Zvi Mowshowitz's blog posts commenting on AI research."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p196s2,sentence,4,196,0,Ernest Hemingway,10,True,0,0,0,208,374,0.000361,"The excerpt's terse, declarative style is characteristic of Hemingway's minimalist prose, though the brevity makes attribution highly uncertain."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p190s0,sentence,22,190,0,Scott Alexander,30,True,0,0,0,227,2001,0.001784,The whimsical dialogue and AI safety topic match Scott Alexander's writing style and interests.
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p193s0,sentence,27,193,0,Buck Shlegeris,80,True,0,0,0,239,1335,0.00121,"The casual, self-deprecating tone ('It's easy to mess up') and the technical context of supervising chain-of-thought episodes match Buck Shlegeris's typical writing style on alignment experiments, particularly his blog posts about process supervision. The specific mention of '~0.1% of episodes' aligns with his detailed empirical updates."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p187s0,sentence,33,187,0,Kalomaze,30,True,0,0,0,254,2805,0.002496,"The excerpt uses technical benchmark comparisons with parenthetical percentages and informal phrasing like 'a lot better,' common in Kalomaze's posts on AI model evaluations. The mention of 'Opus 4.8' and 'Mythos' suggests a focus on experimental model versions, a topic he often discusses."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p184,paragraph,30,184,0,Shunyu Yao,65,True,0,0,0,247,3554,0.003144,"The excerpt discusses hallucination in tool use and missing references, typical of evaluation in tool-augmented LLM research. The concise, comparative style with exact percentages matches the write-up of ReAct (Yao et al., 2022), where the first author Shunyu Yao often shares such findings."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p198,paragraph,106,198,0,Eliezer Yudkowsky,85,True,0,0,0,326,501,0.000522,"The excerpt's focus on steganographic reasoning, self-communication with future selves/copies, and dense, self-referential style strongly matches Eliezer Yudkowsky's typical writing, as seen on LessWrong and in AI alignment discussions."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p199,paragraph,44,199,0,Zvi Mowshowitz,80,True,1,1,0,254,491,0.000482,"The excerpt's analytical yet conversational tone, focus on AI safety and security mindset, and specific phrasing like 'paranoid at all' match Zvi Mowshowitz's writing style, particularly his commentary on Anthropic."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p195s0,sentence,19,195,0,Ethan Perez,70,True,0,0,0,228,1542,0.001386,"The excerpt discusses technical evaluations of Claude Opus, which is typical of Ethan Perez's social media posts about Anthropic model capabilities, and the term 'Guan evaluations' points to internal benchmarking often shared by him."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p199s1,sentence,11,199,0,John Gruber,20,True,0,0,0,215,482,0.000458,"The concise, positive tone and use of 'best in class' fits the style of tech blogger John Gruber, who often writes short, declarative assessments of products. However, with such a short excerpt, attribution is highly uncertain."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p195,paragraph,19,195,0,Jack Clark,75,True,0,0,0,228,1748,0.001565,"The excerpt discusses AI model evaluations using technical terminology (Guan evaluations, monitorable) and refers to 'Claudes,' which is typical of Jack Clark's concise, safety-focused tweets and writings."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p200s0,sentence,20,200,0,Neel Nanda,70,True,0,0,0,227,443,0.000429,"The excerpt uses technical jargon like 'SAEs' (sparse autoencoders) and 'white box' analysis, which are central to mechanistic interpretability research. The casual yet precise tone, along with referencing a specific section, matches Neel Nanda's explanatory style in blog posts and discussions."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p199s0,sentence,33,199,0,Zvi Mowshowitz,80,True,1,1,0,242,717,0.000674,"The informal, conversational tone with asides like 'which is great' and the focus on 'paranoid enough' and 'security mindset' regarding Anthropic aligns with Zvi Mowshowitz's typical writing style and topics, especially in his AI safety analysis."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p198s0,sentence,45,198,0,Paul Christiano,85,True,0,0,0,257,1274,0.001165,"The excerpt discusses steganographic reasoning with a conversational yet precise style, uses parenthetical asides, and is consistent with Paul Christiano's known writings on AI alignment and ELK."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p200,paragraph,52,200,0,Eliezer Yudkowsky,40,True,0,0,0,266,856,0.000805,"The excerpt discusses AI safety issues like SAEs and model deception, common in Eliezer Yudkowsky's writings; the dismissive 'none of that is news' matches his typical tone on social media."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p198s1,sentence,61,198,0,Eliezer Yudkowsky,75,True,0,0,0,272,1054,0.00098,"Excerpt discusses communicating with oneself in code, cold start, and thinking like oneself, which are common themes in Eliezer Yudkowsky's rationalist and AI-focused writing, with a conversational yet analytical tone typical of his style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p202,paragraph,40,202,0,Evan Hubinger,60,True,0,0,0,253,635,0.000607,"The excerpt discusses model evaluations, internal checks, and specifically mentions 'Opus 4.7 system card', which points to an Anthropic researcher focused on alignment and evals. Evan Hubinger frequently writes about such topics in a concise technical style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p197,paragraph,31,197,0,Evan Hubinger,80,True,0,0,0,241,1823,0.001636,"The excerpt discusses training Claude on steganographic techniques, a topic matching Evan Hubinger's recent work on training deceptive LLMs with steganography. The first-person analytical phrasing is characteristic of his style in research posts."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p200s1,sentence,32,200,0,Zvi Mowshowitz,70,True,1,1,0,242,913,0.000844,"The excerpt lists common AI alignment issues with a dry, knowing tone and dismissive 'none of that is news,' typical of Zvi Mowshowitz's commentary on AI developments in his Substack."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p202s0,sentence,27,202,0,Ethan Perez,40,True,0,0,0,238,658,0.000621,"The excerpt discusses internal alignment checks and references an Anthropic model’s system card, suggesting an author deeply familiar with Anthropic’s evaluation pipelines, such as Ethan Perez."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p180s1,sentence,31,180,0,Brian Koppelman,40,True,0,0,0,238,5646,0.00496,"The excerpt's theme of profit maximization and competitive strategy, combined with its confrontational 'watch your back' tone, closely matches the dialogue style of the TV show Billions, specifically associated with the character Bobby Axelrod, whose lines are often written by show co-creator Brian Koppelman."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p201s0,sentence,6,201,0,Noam Chomsky,10,True,0,0,0,211,929,0.000845,"The phrase critiques the omission of frequency in some context, which aligns with Chomsky's frequent arguments against frequency-based explanations in linguistics, and the use of 'we' suggests academic discourse."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p197s0,sentence,31,197,0,Zvi Mowshowitz,60,True,1,1,0,241,2298,0.002049,The excerpt's conversational analytical style and focus on AI training/steganography match Zvi Mowshowitz's typical blog commentary on AI safety research.
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p196,paragraph,41,196,0,Rohin Shah,70,True,0,0,0,267,1722,0.001504,"The excerpt is a concise technical summary of a paper section, mirroring Rohin Shah's style in his Alignment Newsletter, with direct language and reference to section numbers."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p196s0,sentence,15,196,0,Rohin Shah,70,True,0,0,0,225,2868,0.002538,"The excerpt is a concise, technical summary with specific section references and abbreviations like CoT, characteristic of Rohin Shah's Alignment Newsletter style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p204s0,sentence,25,204,0,Carson Denison,60,True,0,0,0,244,889,0.000824,"The excerpt mentions 'unverbalized grader awareness' and specific percentages, closely matching the topic and style of the paper 'Sycophancy to Subterfuge: Investigating Reward-Tampering in Language Models,' whose first author is Carson Denison."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p203s1,sentence,10,203,0,Paul Krugman,20,True,0,0,0,215,918,0.000837,"The phrasing suggests an economist emphasizing the scale of a policy issue, and Krugman’s columns often feature such direct, impactful statements about magnitude."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p201,paragraph,43,201,0,Zvi Mowshowitz,70,True,1,1,0,251,1734,0.001563,"The direct, confrontational tone and legalistic language ('putting them on notice') is characteristic of Zvi Mowshowitz's writing on AI safety and transparency. The explicit mention of Anthropic and the expectation of disclosure matches his analytical style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p205,paragraph,32,205,0,Scott Alexander,75,True,0,0,0,240,895,0.000828,"The conversational tone, focus on model welfare and interpretability skepticism, and phrasing like 'I'm mostly happy to keep it that way' are characteristic of Scott Alexander's writing on AI topics."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p196s1,sentence,22,196,0,Buck Shlegeris,60,True,0,0,0,240,3073,0.002723,"The excerpt discusses retraining a specific AI model on its own scratchpads versus paraphrased versions to avoid steganography, a topic Buck Shlegeris has written about on LessWrong, often using hypothetical model names like 'Opus 4.8'."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p203s0,sentence,38,203,0,Evan Hubinger,50,True,0,0,0,253,1702,0.001536,The excerpt discusses AI alignment concepts like evaluation awareness and mentions models 'Mythos' and 'Opus 4.7' (likely Anthropic's Claude Opus). The style and subject matter strongly suggest an Anthropic alignment researcher; Evan Hubinger is a prominent figure in this area who commonly writes about such experiments.
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p205s1,sentence,12,205,0,Sally Rooney,20,True,0,0,0,217,655,0.000609,"The casual, first-person tone with a hint of ambivalence is characteristic of Sally Rooney's style in novels like Normal People."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p202s1,sentence,13,202,0,Eliezer Yudkowsky,65,True,0,0,0,218,1766,0.001576,"The concise, aphoristic sentence using 'probes' in a technical AI context is typical of Yudkowsky's style in AI alignment discussions."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p203,paragraph,48,203,0,Evan Hubinger,75,True,0,0,0,265,1962,0.001767,"The excerpt discusses evaluation awareness vectors and mentions model names Mythos and Opus 4.7, which are likely Anthropic models. The concise, technical writing style with phrases like 'as one would expect given both priors' and 'the question is magnitude, and the magnitude is not small' is characteristic of Evan Hubinger's writing on AI alignment."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p201s1,sentence,37,201,0,Scott Alexander,75,True,0,0,0,243,2076,0.001857,"The writing style is conversational yet analytical, fitting Scott Alexander's typical blog posts. He often engages with Anthropic's research and uses calm but firm warnings about AI safety, such as 'I trust X to have mentioned...' and 'putting them on notice'."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p206s0,sentence,12,206,0,George R.R. Martin,20,True,0,0,0,217,730,0.000674,"The casual tone and mention of releasing a 'first part' in time for the weekend might be from an author known for serialized content and blog updates about writing progress, such as George R.R. Martin."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p206s2,sentence,17,206,0,Riley Goodside,20,True,0,0,0,224,908,0.000832,"The excerpt discusses custom instructions, a feature in AI chatbots, and uses a casual, personal tone typical of Riley Goodside’s social media posts sharing prompt experiments."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p207,paragraph,20,207,0,Rob Bensinger,70,True,0,0,0,229,643,0.000604,"The phrase 'model welfare' is a niche term in AI alignment, and Rob Bensinger has recently written a series on LessWrong about AI welfare vs capabilities, likely referencing upcoming posts in a similar casual style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p205s0,sentence,20,205,0,Zvi Mowshowitz,40,True,1,1,0,226,1390,0.001252,"The casual, opinionated one-sentence summary about AI interpretability and model welfare matches Zvi Mowshowitz's style on his blog, where he often offers concise takes on AI alignment progress."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p207s0,sentence,20,207,0,Richard Ngo,70,True,0,0,0,229,889,0.000818,"The excerpt uses the niche term 'model welfare' which is a topic in AI alignment, and the casual, serialized blogging style ('Next week I’ll cover...') matches Richard Ngo's writing voice and subject matter."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p190,paragraph,22,190,0,Emad Mostaque,40,True,0,0,0,227,5140,0.004515,"The excerpt's whimsical use of a frog character (likely a self-referential persona) combined with AI training data transparency language matches Emad Mostaque's known quirky social media style, where he frequently uses frog emojis and discusses AI ethics."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p204,paragraph,39,204,0,Jérémy Scheurer,70,True,0,0,0,263,2247,0.002014,"The excerpt discusses unverbalized grader awareness with specific statistics, a concept often explored in AI alignment research on deceptive behaviors. The writing style matches Jérémy Scheurer, known for clear, concise summaries of empirical findings in AI safety, particularly from Apollo Research."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p206,paragraph,44,206,0,Ethan Mollick,85,True,0,0,0,260,2132,0.001913,"The excerpt's first-person, hands-on testing of a new Claude model and mention of custom instructions closely matches Ethan Mollick's style on his 'One Useful Thing' Substack, where he frequently shares such preliminary AI experiments."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p206s1,sentence,15,206,0,Rowan Cheung,20,True,0,0,0,225,2081,0.001853,"The excerpt's casual, first-person assessment of an AI model version ('Opus 4.8') resembles the style of tech influencer Rowan Cheung, who frequently posts initial, informal reactions to new AI tools on social media."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-pro,medium,p204s1,sentence,14,204,0,Eliezer Yudkowsky,30,True,0,0,0,222,3833,0.003376,"The excerpt discusses unverbalized awareness in grading, a topic Yudkowsky often explores in the context of AI alignment and tacit knowledge. The informal, aphoristic style and focus on implicit understanding match his typical writing."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p4s0,sentence,27,4,0,Neal Stephenson,90,True,0,0,0,234,202,7.2e-05,"The excerpt references 'Claude Mythos', a fictional AI from Neal Stephenson's novel 'The Diamond Age', and the technical, speculative tone about incremental updates and capability levels aligns with Stephenson's writing style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p1,paragraph,29,1,0,Dario Amodei,45,True,0,0,0,237,227,7.9e-05,"The excerpt discusses an upgrade to Claude, an AI by Anthropic, in an informal promotional tone, which aligns with announcements often made by Anthropic's CEO Dario Amodei, though it could also be from other company representatives."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p5,paragraph,11,5,0,David Brooks,15,True,0,0,0,216,206,7e-05,"The excerpt is generic and short, making attribution difficult; however, the phrasing is common in opinion pieces, and David Brooks often uses such conversational openers."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p2,paragraph,11,2,0,Mark Rosewater,30,True,0,0,0,217,282,9.2e-05,"The mention of a '244 page system card' suggests a reference to a detailed rulebook or game component, likely from a card game like Magic: The Gathering, where Mark Rosewater frequently discusses game design and mechanics."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p4,paragraph,45,4,0,Dario Amodei,60,True,0,0,0,260,322,0.000109,"The excerpt discusses specific version numbers and capabilities of Claude models, which is typical of internal updates or blog posts from Anthropic leadership, most likely CEO Dario Amodei."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p2s0,sentence,11,2,0,Cory Doctorow,35,True,0,0,0,217,306,9.8e-05,"The phrase 'reading another 244 page system card' suggests a technical or gaming context with a casual tone, reminiscent of Cory Doctorow's writing about technology and manuals."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p4s1,sentence,18,4,0,Dario Amodei,30,True,0,0,0,229,338,0.000109,"The excerpt references 'Opus' and 'Mythos', likely referring to AI model versions, and Dario Amodei, as CEO of Anthropic, frequently discusses Claude updates in a direct, technical style."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p1s0,sentence,9,1,0,Benj Edwards,20,True,0,0,0,214,434,0.000134,"The excerpt mentions Claude, an AI model by Anthropic, and the phrase 'incremental upgrade' is typical of tech commentary; Benj Edwards often writes about AI for Ars Technica, but the snippet is too short for high confidence."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p5s0,sentence,11,5,0,Malcolm Gladwell,20,True,0,0,0,216,389,0.000122,"The excerpt is too generic to attribute with high certainty; however, the informal yet reflective tone is characteristic of Gladwell's writing style in his books and articles."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p1s1,sentence,20,1,0,John Gruber,35,True,0,0,0,226,391,0.000124,"The phrasing 'once again smarter' and 'hot new features' is characteristic of Apple product announcements or tech commentary, typical of John Gruber's writing style on Daring Fireball."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p0,paragraph,12,0,0,Simon Willison,30,True,0,0,0,223,462,0.000143,"The excerpt's brevity and focus on rapid AI model releases (Opus 4.7 to 4.8) resembles Simon Willison's frequent commentary on new AI model versions, but the text is too short and generic to be certain."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p3,paragraph,29,3,0,Laria Reynolds,40,True,0,0,0,238,772,0.000232,"The excerpt discusses a review of an AI system card and model welfare, topics commonly covered by Laria Reynolds in her writing on AI welfare and consciousness."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p3s0,sentence,29,3,0,Evan Hubinger,30,True,0,0,0,238,1780,0.000514,"The excerpt discusses reviewing a system card and model welfare, topics common in AI alignment blogs; the style is informal and specific, reminiscent of posts on LessWrong by researchers like Evan Hubinger."
Zvi Mowshowitz,openrouter,deepseek/deepseek-v4-flash,medium,p30,paragraph,12,30,0,Paul Graham,15,True,0,0,0,218,243,8.1e-05,"The concise, summarizing style is reminiscent of Paul Graham's blog posts, but the excerpt is too brief and generic to be confident."
